url,title,year,ministry,title_length,body_length,n_action_words,n_risk_words,n_trust_cues,tone_sentiment,trust_signal_score,framing_focus
https://www.omgevingsdienst.nl/nieuws/,Nieuws,,,1,0,0,0,0,0,0.0,general
https://www.omgevingsdienst.nl/evenementen-bijeenkomsten-item/webinar-pfas-in-lozingen/,Webinar PFAS in lozingen,,,4,0,0,0,0,0,0.0,general
https://www.omgevingsdienst.nl/niet-gecategoriseerd/van-pfas-klei-naar-schone-baksteen/,Van PFAS-klei naar schone baksteen,2025.0,,5,0,0,0,0,0,0.0,general
https://www.omgevingsdienst.nl/nieuws/standaard-blogbericht-17/,Omgevingsdienst NL steunt Europees PFAS verbod,2023.0,,6,0,0,0,0,0,0.0,regulatory
https://www.omgevingsdienst.nl/nieuws/waterkwaliteit/rechtspraak-en-waterkwaliteit-essentiele-kennis-in-2-webinars/,Kick-Off Kennisnetwerk Waterkwaliteit: kennisdelen in de regio,2025.0,,7,0,0,0,0,0,0.0,general
https://www.omgevingsdienst.nl/nieuws/schoon-water-vraagt-om-samenwerken-en-duidelijkheid/,Schoon water vraagt om samenwerken en duidelijkheid,2024.0,,7,0,0,0,0,0,0.0,general
https://www.omgevingsdienst.nl/nieuws/dreigingsbeeld-milieucriminaliteit-2021-onderstreept-klimaatzorgen/,Dreigingsbeeld Milieucriminaliteit 2021 onderstreept klimaatzorgen,2021.0,,5,0,0,0,0,0,0.0,environmental
